ISIC,ISIC TITLE,2006 ANZSIC,2006 ANZSIC TITLE
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4214p,Manchester and Other Textile Goods Retailing
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4221p,"Electrical, Electronic and Gas Appliance Retailing"
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4229p,Other Electrical and Electronic Goods Retailing
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4231p,Hardware and Building Supplies Retailing
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4232p,Garden Supplies Retailing
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4242p,Entertainment Media Retailing
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4279p,Other Store-Based Retailing n.e.c.
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",4320p,Retail Commission-Based Buying and/or Selling
4761,"Retail sale of books, newspapers and stationary in specialized stores",4244p,Newspaper and Book Retailing
4761,"Retail sale of books, newspapers and stationary in specialized stores",4272p,Stationery Goods Retailing
4761,"Retail sale of books, newspapers and stationary in specialized stores",4279p,Other Store-Based Retailing n.e.c.
4761,"Retail sale of books, newspapers and stationary in specialized stores",4320p,Retail Commission-Based Buying and/or Selling
4762,Retail sale of music and video recordings in specialized stores,4242p,Entertainment Media Retailing
4762,Retail sale of music and video recordings in specialized stores,4279p,Other Store-Based Retailing n.e.c.
4762,Retail sale of music and video recordings in specialized stores,4320p,Retail Commission-Based Buying and/or Selling
4763,Retail sale of sporting equipment in specialized stores,4241p,Sport and Camping Equipment Retailing
4763,Retail sale of sporting equipment in specialized stores,4245p,Marine Equipment Retailing
4763,Retail sale of sporting equipment in specialized stores,4279p,Other Store-Based Retailing n.e.c.
4763,Retail sale of sporting equipment in specialized stores,4320p,Retail Commission-Based Buying and/or Selling
4764,Retail sale of games and toys in specialized stores,4243p,Toy and Game Retailing
4764,Retail sale of games and toys in specialized stores,4279p,Other Store-Based Retailing n.e.c.
4764,Retail sale of games and toys in specialized stores,4320p,Retail Commission-Based Buying and/or Selling
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4241p,Sport and Camping Equipment Retailing
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4251p,Clothing Retailing
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4252p,Footwear Retailing
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4259p,Other Personal Accessory Retailing
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4279p,Other Store-Based Retailing n.e.c.
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",4320p,Retail Commission-Based Buying and/or Selling
4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",4271p,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing"
4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",4320p,Retail Commission-Based Buying and/or Selling
4773,Other retail sale of new goods in specialized stores,4000p,Fuel Retailing
4773,Other retail sale of new goods in specialized stores,4212p,Floor Coverings Retailing
4773,Other retail sale of new goods in specialized stores,4213p,Houseware Retailing
4773,Other retail sale of new goods in specialized stores,4214p,Manchester and Other Textile Goods Retailing
4773,Other retail sale of new goods in specialized stores,4221p,"Electrical, Electronic and Gas Appliance Retailing"
4773,Other retail sale of new goods in specialized stores,4229p,Other Electrical and Electronic Goods Retailing
4773,Other retail sale of new goods in specialized stores,4231p,Hardware and Building Supplies Retailing
4773,Other retail sale of new goods in specialized stores,4232p,Garden Supplies Retailing
4773,Other retail sale of new goods in specialized stores,4241p,Sport and Camping Equipment Retailing
4773,Other retail sale of new goods in specialized stores,4242p,Entertainment Media Retailing
4773,Other retail sale of new goods in specialized stores,4243p,Toy and Game Retailing
4773,Other retail sale of new goods in specialized stores,4245p,Marine Equipment Retailing
4773,Other retail sale of new goods in specialized stores,4253p,Watch and Jewellery Retailing
4773,Other retail sale of new goods in specialized stores,4259p,Other Personal Accessory Retailing
4773,Other retail sale of new goods in specialized stores,4272p,Stationery Goods Retailing
4773,Other retail sale of new goods in specialized stores,4274p,Flower Retailing
4773,Other retail sale of new goods in specialized stores,4279p,Other Store-Based Retailing n.e.c.
4773,Other retail sale of new goods in specialized stores,4320p,Retail Commission-Based Buying and/or Selling
4774,Retail sale of second-hand goods,3800p,Commission-Based Wholesaling
4774,Retail sale of second-hand goods,4273p,Antique and Used Goods Retailing
4774,Retail sale of second-hand goods,4320p,Retail Commission-Based Buying and/or Selling
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4121p,"Fresh Meat, Fish and Poultry Retailing"
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4122p,Fruit and Vegetable Retailing
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4123p,Liquor Retailing
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4129p,Other Specialised Food Retailing
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4279p,Other Store-Based Retailing n.e.c.
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4320p,Retail Commission-Based Buying and/or Selling
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4214p,Manchester and Other Textile Goods Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4241p,Sport and Camping Equipment Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4251p,Clothing Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4252p,Footwear Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4259p,Other Personal Accessory Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4273p,Antique and Used Goods Retailing
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4279p,Other Store-Based Retailing n.e.c.
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4320p,Retail Commission-Based Buying and/or Selling
4789,Retail sale via stalls and markets of other goods,4212p,Floor Coverings Retailing
4789,Retail sale via stalls and markets of other goods,4213p,Houseware Retailing
4789,Retail sale via stalls and markets of other goods,4214p,Manchester and Other Textile Goods Retailing
4789,Retail sale via stalls and markets of other goods,4221p,"Electrical, Electronic and Gas Appliance Retailing"
4789,Retail sale via stalls and markets of other goods,4222p,Computer and Computer Peripheral Retailing
4789,Retail sale via stalls and markets of other goods,4229p,Other Electrical and Electronic Goods Retailing
4789,Retail sale via stalls and markets of other goods,4231p,Hardware and Building Supplies Retailing
4789,Retail sale via stalls and markets of other goods,4232p,Garden Supplies Retailing
4789,Retail sale via stalls and markets of other goods,4241p,Sport and Camping Equipment Retailing
4789,Retail sale via stalls and markets of other goods,4242p,Entertainment Media Retailing
4789,Retail sale via stalls and markets of other goods,4243p,Toy and Game Retailing
4789,Retail sale via stalls and markets of other goods,4244p,Newspaper and Book Retailing
4789,Retail sale via stalls and markets of other goods,4245p,Marine Equipment Retailing
4789,Retail sale via stalls and markets of other goods,4253p,Watch and Jewellery Retailing
4789,Retail sale via stalls and markets of other goods,4259p,Other Personal Accessory Retailing
4789,Retail sale via stalls and markets of other goods,4271p,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing"
4789,Retail sale via stalls and markets of other goods,4272p,Stationery Goods Retailing
4789,Retail sale via stalls and markets of other goods,4273p,Antique and Used Goods Retailing
4789,Retail sale via stalls and markets of other goods,4274p,Flower Retailing
4789,Retail sale via stalls and markets of other goods,4279p,Other Store-Based Retailing n.e.c.
4789,Retail sale via stalls and markets of other goods,4320p,Retail Commission-Based Buying and/or Selling
4791,Retail sale via mail order houses or via Internet,4310p,Non-Store Retailing
4791,Retail sale via mail order houses or via Internet,4320p,Retail Commission-Based Buying and/or Selling
4799,"Other retail sale not in stores, stalls or markets",4310p,Non-Store Retailing
4799,"Other retail sale not in stores, stalls or markets",4320p,Retail Commission-Based Buying and/or Selling
4911,"Passenger rail transport, interurban",4720p,Rail Passenger Transport
4911,"Passenger rail transport, interurban",5299p,Other Transport Support Services n.e.c.
4912,Freight rail transport,4710,Rail Freight Transport
4912,Freight rail transport,5299p,Other Transport Support Services n.e.c.
4921,Urban and suburban passenger land transport,4622p,Urban Bus Transport (Including Tramway)
4921,Urban and suburban passenger land transport,4720p,Rail Passenger Transport
4921,Urban and suburban passenger land transport,5010p,Scenic and Sightseeing Transport
4921,Urban and suburban passenger land transport,5029p,Other Transport n.e.c.
4921,Urban and suburban passenger land transport,5299p,Other Transport Support Services n.e.c.
4922,Other passenger land transport,4621,Interurban and Rural Bus Transport
4922,Other passenger land transport,4622p,Urban Bus Transport (Including Tramway)
4922,Other passenger land transport,4623,Taxi and Other Road Transport
4922,Other passenger land transport,5010p,Scenic and Sightseeing Transport
4922,Other passenger land transport,5029p,Other Transport n.e.c.
4922,Other passenger land transport,5299p,Other Transport Support Services n.e.c.
4923,Freight transport by road,4610p,Road Freight Transport
4923,Freight transport by road,5299p,Other Transport Support Services n.e.c.
4930,Transport via pipeline,2811p,Water Supply 
4930,Transport via pipeline,5021,Pipeline Transport
5011,Sea and coastal passenger water transport,4820p,Water Passenger Transport
5011,Sea and coastal passenger water transport,5010p,Scenic and Sightseeing Transport
5011,Sea and coastal passenger water transport,5299p,Other Transport Support Services n.e.c.
5012,Sea and coastal freight water transport,4810p,Water Freight Transport
5012,Sea and coastal freight water transport,5299p,Other Transport Support Services n.e.c.
5021,Inland passenger water transport,4820p,Water Passenger Transport
5021,Inland passenger water transport,5010p,Scenic and Sightseeing Transport
5021,Inland passenger water transport,5299p,Other Transport Support Services n.e.c.
5022,Inland freight water transport,4810p,Water Freight Transport
5022,Inland freight water transport,5299p,Other Transport Support Services n.e.c.
5110,Passenger air transport,4900p,Air and Space Transport
5110,Passenger air transport,5010p,Scenic and Sightseeing Transport
5110,Passenger air transport,5299p,Other Transport Support Services n.e.c.
5120,Freight air transport,4900p,Air and Space Transport
5120,Freight air transport,5299p,Other Transport Support Services n.e.c.
5210,Warehousing and storage,5301,Grain Storage Services
5210,Warehousing and storage,5309,Other Warehousing and Storage Services
5221,Service activities incidental to land transportation,4610p,Road Freight Transport
5221,Service activities incidental to land transportation,5299p,Other Transport Support Services n.e.c.
5221,Service activities incidental to land transportation,9419p,Other Automotive Repair and Maintenance
5221,Service activities incidental to land transportation,9533p,Parking Services
5222,Service activities incidental to water transportation,5212,Port and Water Transport Terminal Operations
5222,Service activities incidental to water transportation,5219p,Other Water Transport Support Services
5223,Service activities incidental to air transportation,5220p,Airport Operations and Other Air Transport Support Services
5223,Service activities incidental to air transportation,5299p,Other Transport Support Services n.e.c.
5223,Service activities incidental to air transportation,7713p,Fire Protection and Other Emergency Services
5224,Cargo handling,5211,Stevedoring Services
5224,Cargo handling,5219p,Other Water Transport Support Services
5224,Cargo handling,5220p,Airport Operations and Other Air Transport Support Services
5229,Other transportation support activities,5291,Customs Agency Services
5229,Other transportation support activities,5292p,Freight Forwarding Services
5229,Other transportation support activities,5299p,Other Transport Support Services n.e.c.
5310,Postal activities,5101p,Postal Services
5320,Courier activities,5102,Courier Pick-up and Delivery Services
5510,Short term accommodation activities,4400p,Accommodation
5520,"Camping grounds, recreational vehicle parks and trailer parks",4400p,Accommodation
5590,Other accommodation,4400p,Accommodation
5610,Restaurants and mobile food service activities,4511p,Cafes and Restaurants
5610,Restaurants and mobile food service activities,4512p,Takeaway Food Services
5610,Restaurants and mobile food service activities,4513p,Catering Services
5610,Restaurants and mobile food service activities,4530p,Clubs (Hospitality)
5610,Restaurants and mobile food service activities,8790p,Other Social Assistance Services
5621,Event catering,4513p,Catering Services
5629,Other food service activities,4511p,Cafes and Restaurants
5629,Other food service activities,4512p,Takeaway Food Services
5629,Other food service activities,4513p,Catering Services
5630,Beverage serving activities,4511p,Cafes and Restaurants
5630,Beverage serving activities,4512p,Takeaway Food Services
5630,Beverage serving activities,4520,"Pubs, Taverns and Bars"
5630,Beverage serving activities,4530p,Clubs (Hospitality)
5811,Book publishing,5413,Book Publishing
5811,Book publishing,5700p,Internet Publishing and Broadcasting
5812,Publishing of directories and mailing lists,5414,Directory and Mailing List Publishing
5812,Publishing of directories and mailing lists,5700p,Internet Publishing and Broadcasting
5813,"Publishing of newspapers, journals and periodicals",5411,Newspaper Publishing
5813,"Publishing of newspapers, journals and periodicals",5412p,Magazine and Other Periodical Publishing
5813,"Publishing of newspapers, journals and periodicals",5700p,Internet Publishing and Broadcasting
5819,Other publishing activities,5412p,Magazine and Other Periodical Publishing
5819,Other publishing activities,5419,"Other Publishing (except Software, Music and Internet)"
5819,Other publishing activities,5700p,Internet Publishing and Broadcasting
5820,Software publishing,5420,Software Publishing
5911,"Motion picture, video and television programme production activities",5511,Motion Picture and Video Production
5912,"Motion picture, video and television programme post-production activities",5512p,Motion Picture and Video Distribution
5912,"Motion picture, video and television programme post-production activities",5514,Post-production Services and Other Motion Picture and Video Activities
5913,"Motion picture, video and television programme distribution activities",5512p,Motion Picture and Video Distribution
5914,Motion picture projection activities,5513,Motion Picture Exhibition
5920,Sound recording and music publishing activities,5521,Music Publishing
5920,Sound recording and music publishing activities,5522,Music and Other Sound Recording Activities
6010,Radio broadcasting,5610,Radio Broadcasting
6010,Radio broadcasting,5700p,Internet Publishing and Broadcasting
6020,Television programming and broadcasting activities,5621,Free-to-Air Television Broadcasting
6020,Television programming and broadcasting activities,5622,Cable and Other Subscription Broadcasting
6020,Television programming and broadcasting activities,5700p,Internet Publishing and Broadcasting
6110,Wired telecommunications activities,5801,Wired Telecommunications Network Operation
6110,Wired telecommunications activities,5910p,Internet Service Providers and Web Search Portals
6120,Wireless telecommunications activities,5802p,Other Telecommunications Network Operation
6120,Wireless telecommunications activities,5910p,Internet Service Providers and Web Search Portals
6130,Satellite telecommunications activities,5802p,Other Telecommunications Network Operation
6130,Satellite telecommunications activities,5910p,Internet Service Providers and Web Search Portals
6190,Other telecommunications activities,5809,Other Telecommunications Services
6190,Other telecommunications activities,5910p,Internet Service Providers and Web Search Portals
6201,Computer programming activities,7000p,Computer System Design and Related Services
6202,Computer consultancy and computer facilities management activities,5921p,Data Processing and Web Hosting Services
6202,Computer consultancy and computer facilities management activities,5922p,Electronic Information Storage Services
6202,Computer consultancy and computer facilities management activities,7000p,Computer System Design and Related Services
6209,Other information technology and computer service activities,7000p,Computer System Design and Related Services
6311,"Data processing, hosting and related activities",5921p,Data Processing and Web Hosting Services
6311,"Data processing, hosting and related activities",5922p,Electronic Information Storage Services
6312,Web portals,5910p,Internet Service Providers and Web Search Portals
6391,News agency activities,6020p,Other Information Services
6399,Other information service activities n.e.c.,6020p,Other Information Services
6399,Other information service activities n.e.c.,6962p,Management Advice and Related Consulting Services
6411,Central banking,6210,Central Banking
6419,Other monetary intermediation,6221,Banking
6419,Other monetary intermediation,6222,Building Society Operation
6419,Other monetary intermediation,6223,Credit Union Operation
6419,Other monetary intermediation,6229,Other Depository Financial Intermediation
6420,Activities of holding companies,6240p,Financial Asset Investing
6430,"Trusts, funds and similar financial entities",6240p,Financial Asset Investing
6491,Financial leasing,6230p,Non-Depository Financing
6492,Other credit granting,4273p,Antique and Used Goods Retailing
6492,Other credit granting,6230p,Non-Depository Financing
6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",6230p,Non-Depository Financing
6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",6240p,Financial Asset Investing
6511,Life insurance,6310p,Life Insurance
6512,Non-life insurance,6321p,Health Insurance
6512,Non-life insurance,6322p,General Insurance
6520,Reinsurance,6310p,Life Insurance
6520,Reinsurance,6321p,Health Insurance
6520,Reinsurance,6322p,General Insurance
6530,Pension funding,6330p,Superannuation Funds
6611,Administration of financial markets,6419p,Other Auxiliary Finance and Investment Services
6612,Security and commodity contracts brokerage,6411p,Financial Asset Broking Services
6612,Security and commodity contracts brokerage,6419p,Other Auxiliary Finance and Investment Services
6619,Other activities auxiliary to financial service activities,6419p,Other Auxiliary Finance and Investment Services
6621,Risk and damage evaluation,6420p,Auxiliary Insurance Services
6622,Activities of insurance agents and brokers,6420p,Auxiliary Insurance Services
6629,Other activities auxiliary to insurance and pension funding,6419p,Other Auxiliary Finance and Investment Services
6629,Other activities auxiliary to insurance and pension funding,6420p,Auxiliary Insurance Services
6630,Fund management activities,6419p,Other Auxiliary Finance and Investment Services
6810,Real estate activities with own or leased property,3211p,Land Development and Subdivision
6810,Real estate activities with own or leased property,6711,Residential Property Operators 
6810,Real estate activities with own or leased property,6712,Non-Residential Property Operators 
6820,Real estate activities on a fee or contract basis,6720p,Real Estate Services 
6910,Legal activities,6931,Legal Services
6920,"Accounting, bookkeeping and auditing activities; tax consultancy",6932,Accounting Services
7010,Activities of head offices,6961,Corporate Head Office Management Services
7020,Management consultancy activities,6962p,Management Advice and Related Consulting Services
7110,Architectural and engineering activities and related technical consultancy,6921,Architectural Services
7110,Architectural and engineering activities and related technical consultancy,6922,Surveying and Mapping Services
7110,Architectural and engineering activities and related technical consultancy,6923p,Engineering Design and Engineering Consulting Services
7110,Architectural and engineering activities and related technical consultancy,6999p,"Other Professional, Scientific and Technical Services n.e.c."
7120,Technical testing and analysis,6925,Scientific Testing and Analysis Services
7120,Technical testing and analysis,7720p,Regulatory Services
7210,Research and experimental development on natural sciences and engineering,6910p,Scientific Research Services
7220,Research and experimental development on social sciences and humanities,6910p,Scientific Research Services
7310,Advertising,6924p,Other Specialised Design Services
7310,Advertising,6940,Advertising Services
7320,Market research and public opinion polling,6950p,Market Research and Statistical Services
7410,Specialized design activities,6923p,Engineering Design and Engineering Consulting Services
7410,Specialized design activities,6924p,Other Specialised Design Services
7420,Photographic activities,5921p,Data Processing and Web Hosting Services
7420,Photographic activities,6991p,Professional Photographic Services
7420,Photographic activities,9002p,"Creative Artists, Musicians, Writers and Performers"
7420,Photographic activities,9532,Photographic Film Processing
7490,"Other professional, scientific and technical activities n.e.c.",5292p,Freight Forwarding Services
7490,"Other professional, scientific and technical activities n.e.c.",6411p,Financial Asset Broking Services
7490,"Other professional, scientific and technical activities n.e.c.",6923p,Engineering Design and Engineering Consulting Services
7490,"Other professional, scientific and technical activities n.e.c.",6962p,Management Advice and Related Consulting Services
7490,"Other professional, scientific and technical activities n.e.c.",6999p,"Other Professional, Scientific and Technical Services n.e.c."
7490,"Other professional, scientific and technical activities n.e.c.",7211p,Employment Placement and Recruitment Services
7500,Veterinary activities,6970,Veterinary Services
7710,Renting and leasing of motor vehicles,6611,Passenger Car Rental and Hiring
7710,Renting and leasing of motor vehicles,6619p,Other Motor Vehicle and Transport Equipment Rental and Hiring
7721,Renting and leasing of recreational and sports goods,6619p,Other Motor Vehicle and Transport Equipment Rental and Hiring
7721,Renting and leasing of recreational and sports goods,6639p,Other Goods and Equipment Rental and Hiring n.e.c.
7722,Renting of video tapes and disks,6632,Video and Other Electronic Media Rental and Hiring
7729,Renting and leasing of other personal and household goods,6639p,Other Goods and Equipment Rental and Hiring n.e.c.
7730,"Renting and leasing of other machinery, equipment and tangible goods",6619p,Other Motor Vehicle and Transport Equipment Rental and Hiring
7730,"Renting and leasing of other machinery, equipment and tangible goods",6620,Farm Animal and Bloodstock Leasing
7730,"Renting and leasing of other machinery, equipment and tangible goods",6631,Heavy Machinery and Scaffolding Rental and Hiring
7730,"Renting and leasing of other machinery, equipment and tangible goods",6639p,Other Goods and Equipment Rental and Hiring n.e.c.
7740,"Leasing of intellectual property and similar products, except copyrighted works",6640,Non-Financial Intangible Assets (Except Copyrights) Leasing
7810,Activities of employment placement agencies,7211p,Employment Placement and Recruitment Services
7820,Temporary employment agency activities,7212,Labour Supply Services
7830,Other human resources provision,6962p,Management Advice and Related Consulting Services
7830,Other human resources provision,7291p,Office Administrative Services
7911,Travel agency activities,7220p,Travel Agency and Tour Arrangement Services
7911,Travel agency activities,7299p,Other Administrative Services n.e.c.
7912,Tour operator activities,7220p,Travel Agency and Tour Arrangement Services
7912,Tour operator activities,7299p,Other Administrative Services n.e.c.
7990,Other reservation service and related activities,7220p,Travel Agency and Tour Arrangement Services
7990,Other reservation service and related activities,7299p,Other Administrative Services n.e.c.
8010,Private security activities,7712p,Investigation and Security Services
8020,Security systems service activities,7712p,Investigation and Security Services
8030,Investigation activities,7712p,Investigation and Security Services
8110,Combined facilities support activities,6720p,Real Estate Services
8121,General cleaning of buildings,7311p,Building and Other Industrial Cleaning Services
8129,Other building and industrial cleaning activities,7311p,Building and Other Industrial Cleaning Services
8129,Other building and industrial cleaning activities,7312,Building Pest Control Services
8130,Landscape care and maintenance service activities,3291p,Landscape Construction Services
8130,Landscape care and maintenance service activities,7313,Gardening Services
8211,Combined office administrative service activities,7291p,Office Administrative Services
8219,"Photocopying, document preparation and other specialized office support activities",5101p,Postal Services
8219,"Photocopying, document preparation and other specialized office support activities",7291p,Office Administrative Services
8219,"Photocopying, document preparation and other specialized office support activities",7292p,Document Preparation Services
8220,Activities of call centres,7294,Call Centre Operation
8230,Organization of conventions and trade shows,7299p,Other Administrative Services n.e.c.
8291,Activities of collection agencies and credit bureaus,7293p,Credit Reporting and Debt Collection Services
8292,Packaging activities,7320,Packaging Services
8299,Other business support service activities n.e.c.,3800p,Commission-Based Wholesaling
8299,Other business support service activities n.e.c.,7291p,Office Administrative Services
8299,Other business support service activities n.e.c.,7292p,Document Preparation Services
8299,Other business support service activities n.e.c.,7293p,Credit Reporting and Debt Collection Services
8299,Other business support service activities n.e.c.,7299p,Other Administrative Services n.e.c.
8411,General public administration activities,6950p,Market Research and Statistical Services
8411,General public administration activities,7510p,Central Government Administration
8411,General public administration activities,7520p,State Government Administration
8411,General public administration activities,7530p,Local Government Administration
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",7510p,Central Government Administration
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",7520p,State Government Administration
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",7530p,Local Government Administration
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",7720p,Regulatory Services
8413,Regulation of and contribution to more efficient operation of businesses,7510p,Central Government Administration
8413,Regulation of and contribution to more efficient operation of businesses,7520p,State Government Administration
8413,Regulation of and contribution to more efficient operation of businesses,7530p,Local Government Administration
8413,Regulation of and contribution to more efficient operation of businesses,7720p,Regulatory Services
8421,Foreign affairs,7510p,Central Government Administration
8421,Foreign affairs,7551,Domestic Government Representation
8421,Foreign affairs,7600p,Defence
8422,Defence activities,7600p,Defence
8423,Public order and safety activities,7540,Justice
8423,Public order and safety activities,7600p,Defence
8423,Public order and safety activities,7711,Police Services
8423,Public order and safety activities,7713p,Fire Protection and Other Emergency Services
8423,Public order and safety activities,7714p,Correctional and Detention Services
8423,Public order and safety activities,7719,Other Public Order and Safety Services 
8430,Compulsory social security activities,6330p,Superannuation Funds
8430,Compulsory social security activities,7510p,Central Government Administration
8510,Pre-primary and primary education,8010,Preschool Education
8510,Pre-primary and primary education,8021,Primary Education
8510,Pre-primary and primary education,8023p,Combined Primary and Secondary Education
8510,Pre-primary and primary education,8024p,Special School Education
8521,General secondary education,8022,Secondary Education
8521,General secondary education,8023p,Combined Primary and Secondary Education
8521,General secondary education,8024p,Special School Education
8522,Technical and vocational secondary education,8024p,Special School Education
8522,Technical and vocational secondary education,8101p,Technical and Vocational Education and Training
8522,Technical and vocational secondary education,8219p,"Adult, Community and Other Education n.e.c."
8530,Higher education,8101p,Technical and Vocational Education and Training
8530,Higher education,8102,Higher Education
8541,Sports and recreation education,8211p,Sports and Physical Recreation Instruction
8541,Sports and recreation education,8219p,"Adult, Community and Other Education n.e.c."
8542,Cultural education,8212p,Arts Education
8542,Cultural education,8219p,"Adult, Community and Other Education n.e.c."
8549,Other education n.e.c.,8101p,Technical and Vocational Education and Training
8549,Other education n.e.c.,8211p,Sports and Physical Recreation Instruction
8549,Other education n.e.c.,8212p,Arts Education
8549,Other education n.e.c.,8219p,"Adult, Community and Other Education n.e.c."
8550,Educational support activities,7211p,Employment Placement and Recruitment Services
8550,Educational support activities,8220,Educational Support Services
8610,Hospital activities,8401,Hospitals (Except Psychiatric Hospitals)
8610,Hospital activities,8402,Psychiatric Hospitals
8620,Medical and dental practice activities,8511,General Practice Medical Services
8620,Medical and dental practice activities,8512,Specialist Medical Services
8620,Medical and dental practice activities,8531,Dental Services
8690,Other human health activities,8520,Pathology and Diagnostic Imaging Services
8690,Other human health activities,8532,Optometry and Optical Dispensing
8690,Other human health activities,8533,Physiotherapy Services
8690,Other human health activities,8534,Chiropractic and Osteopathic Services
8690,Other human health activities,8539,Other Allied Health Services
8690,Other human health activities,8591,Ambulance Services
8690,Other human health activities,8599,Other Health Care Services n.e.c.
8710,Residential nursing care facilities,8601p,Aged Care Residential Services
8710,Residential nursing care facilities,8609p,Other Residential Care Services
8720,"Residential care activities for mental retardation, mental health and substance abuse",8609p,Other Residential Care Services
8730,Residential care activities for the elderly and disabled,8601p,Aged Care Residential Services
8730,Residential care activities for the elderly and disabled,8609p,Other Residential Care Services
8790,Other residential care activities,7714p,Correctional and Detention Services
8790,Other residential care activities,8609p,Other Residential Care Services
8810,Social work activities without accommodation for the elderly and disabled,8790p,Other Social Assistance Services
8890,Other social work activities without accommodation,8710,Child Care Services
8890,Other social work activities without accommodation,8790p,Other Social Assistance Services
9000,"Creative, arts and entertainment activities",7299p,Other Administrative Services n.e.c.
9000,"Creative, arts and entertainment activities",8910p,Museum Operation
9000,"Creative, arts and entertainment activities",9001,Performing Arts Operation
9000,"Creative, arts and entertainment activities",9002p,"Creative Artists, Musicians, Writers and Performers"
9000,"Creative, arts and entertainment activities",9003,Performing Arts Venue Operation
9101,Library and archives activities,6010,Libraries and Archives
9102,Museums activities and operation of historical sites and buildings,8910p,Museum Operation
9103,Botanical and zoological gardens and nature reserves activities,8921,Zoological and Botanical Gardens Operation
9103,Botanical and zoological gardens and nature reserves activities,8922,Nature Reserves and Conservation Parks Operation
9200,Gambling and betting activities,9201,Casino Operation
9200,Gambling and betting activities,9202,Lottery Operation
9200,Gambling and betting activities,9209,Other Gambling Activities
9311,Operation of sports facilities,9111,Health and Fitness Centres and Gymnasia Operation
9311,Operation of sports facilities,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation"
9311,Operation of sports facilities,9121p,Horse and Dog Racing Administration and Track Operation
9311,Operation of sports facilities,9139p,Amusement and Other Recreational Activities n.e.c.
9312,Activities of sports clubs,9112p,Sports and Physical Recreation Clubs and Sports Professionals
9312,Activities of sports clubs,9139p,Amusement and Other Recreational Activities n.e.c.
9319,Other sports activities,7299p,Other Administrative Services n.e.c.
9319,Other sports activities,9112p,Sports and Physical Recreation Clubs and Sports Professionals
9319,Other sports activities,9114,Sports and Physical Recreation Administrative Service
9319,Other sports activities,9121p,Horse and Dog Racing Administration and Track Operation
9319,Other sports activities,9129,Other Horse and Dog Racing Activities
9319,Other sports activities,9139p,Amusement and Other Recreational Activities n.e.c.
9321,Activities of amusement parks and theme parks,9131p,Amusement Parks and Centres Operation
9321,Activities of amusement parks and theme parks,9139p,Amusement and Other Recreational Activities n.e.c.
9329,Other amusement and recreation activities n.e.c.,7299p,Other Administrative Services n.e.c.
9329,Other amusement and recreation activities n.e.c.,9131p,Amusement Parks and Centres Operation
9329,Other amusement and recreation activities n.e.c.,9139p,Amusement and Other Recreational Activities n.e.c.
9411,Activities of business and employers membership organizations,9551p,Business and Professional Association Services
9412,Activities of professional membership organizations,9551p,Business and Professional Association Services
9420,Activities of trade unions,9552,Labour Association Services
9491,Activities of religious organizations,9540,Religious Services
9492,Activities of political organizations,9559p,Other Interest Group Services n.e.c.
9499,Activities of other membership organizations n.e.c.,9559p,Other Interest Group Services n.e.c.
