national_facility_and_generic_sector_id,generic_sector_code,sector
55999,24,4.720494698936228
10113,24,4.720494698936228
44004,24,4.720494698936228
13269,24,4.720494698936228
13216,24,4.720494698936228
13273,24,4.720494698936228
46204,24,4.720494698936228
35029,24,4.720494698936228
26740,24,4.720494698936228
34134,25,4.384000622327908
56675,25,4.384000622327908
25045,25,4.384000622327908
14731,25,4.384000622327908
24449,30,4.417699950228338
46265,25,4.384000622327908
31603,25,4.384000622327908
33841,25,4.384000622327908
34616,25,4.384000622327908
62179,25,4.384000622327908
39879,25,4.384000622327908
9118,25,4.384000622327908
28239,25,4.384000622327908
38665,25,4.384000622327908
43000,25,4.384000622327908
44573,25,4.384000622327908
39521,28,4.687371624275464
9668,24,4.720494698936228
14932,28,4.687371624275464
13542,25,4.384000622327908
62670,25,4.384000622327908
14891,25,4.384000622327908
41356,28,4.687371624275464
53555,28,4.687371624275464
50713,28,4.687371624275464
44681,28,4.687371624275464
37591,28,4.687371624275464
37878,28,4.687371624275464
54590,28,4.687371624275464
21842,28,4.687371624275464
30041,28,4.687371624275464
44492,26,4.029764486677171
41970,26,4.029764486677171
24630,26,4.029764486677171
35147,26,4.029764486677171
26819,27,4.33176213250464
33926,27,4.33176213250464
32060,27,4.33176213250464
46952,27,4.33176213250464
42586,27,4.33176213250464
50056,27,4.33176213250464
61299,27,4.33176213250464
24738,27,4.33176213250464
31571,27,4.33176213250464
8340,27,4.33176213250464
25267,27,4.33176213250464
26296,27,4.33176213250464
27171,27,4.33176213250464
8804,27,4.33176213250464
44197,23,4.279539758446484
44211,23,4.279539758446484
44215,23,4.279539758446484
31512,25,4.384000622327908
55944,25,4.384000622327908
43019,28,4.687371624275464
16671,25,4.384000622327908
59766,72,3.8057962307831583
58666,84,4.666321565126627
27174,35,4.886985793447717
41449,16,3.99355315824414
16932,24,4.720494698936228
51881,24,4.720494698936228
11966,24,4.720494698936228
51587,24,4.720494698936228
33358,24,4.720494698936228
50985,25,4.384000622327908
48304,30,4.417699950228338
13498,25,4.384000622327908
44107,25,4.384000622327908
31028,25,4.384000622327908
31749,25,4.384000622327908
9044,25,4.384000622327908
22226,25,4.384000622327908
27367,28,4.687371624275464
39522,28,4.687371624275464
14826,25,4.384000622327908
10313,25,4.384000622327908
39874,25,4.384000622327908
44994,25,4.384000622327908
19075,28,4.687371624275464
24728,28,4.687371624275464
60383,28,4.687371624275464
51846,28,4.687371624275464
41739,27,4.33176213250464
28204,28,4.687371624275464
15083,26,4.029764486677171
15084,26,4.029764486677171
50082,26,4.029764486677171
13100,27,4.33176213250464
32006,27,4.33176213250464
33707,27,4.33176213250464
46532,27,4.33176213250464
32758,27,4.33176213250464
57596,27,4.33176213250464
45486,27,4.33176213250464
15109,27,4.33176213250464
35181,28,4.687371624275464
31561,23,4.279539758446484
43124,28,4.687371624275464
21550,28,4.687371624275464
57217,30,4.417699950228338
43020,29,4.088547011141102
52738,46,4.191771452873996
17204,24,4.720494698936228
32082,24,4.720494698936228
15120,25,4.384000622327908
25264,25,4.384000622327908
15402,25,4.384000622327908
52123,25,4.384000622327908
56431,25,4.384000622327908
59020,25,4.384000622327908
34140,25,4.384000622327908
58856,25,4.384000622327908
33840,25,4.384000622327908
35995,25,4.384000622327908
58350,25,4.384000622327908
32761,25,4.384000622327908
59652,25,4.384000622327908
54104,28,4.687371624275464
62180,25,4.384000622327908
47799,25,4.384000622327908
22628,28,4.687371624275464
21260,27,4.33176213250464
53146,28,4.687371624275464
36805,23,4.279539758446484
21466,23,4.279539758446484
38676,25,4.384000622327908
